Index,Date,News
275,11/2/2018,"['The Week in Tech: Social Media Ugliness Hits Home', 'Could New York’s Suit Against Exxon Help Undermine the Law Behind It?', 'Senior Google Lobbyist Is Stepping Down From Her Role', 'Mickey Turns 90, and the Disney Marketing Machine Celebrates', 'Dianne Feinstein, Out of Touch? Not Liberal Enough? She Begs to Differ', 'Man Said to Be Pittsburgh Suspect’s Father Killed Himself Amid 1979 Rape Case', 'Idaho Isn’t Turning Blue, but One Democrat Is Turning Heads', 'On the First Shabbat After Pittsburgh Attack, ‘We’re Here to Be Jewish Together’', 'California Today: The Homeless Millennial Connection', '‘It Could Happen,’ Trump Says of Democratic House Takeover: 4 Days to Go', 'What’s Next for the Murdochs’ Media Empire?', 'Young Voters Could Make a Difference. Will They?', 'Pennsylvania Flipped to Trump in 2016. Will It Flip Back in the Midterms?', 'In Texas, a Close-Up View of the Midterms', 'State 529 College Savings Plans Are Cutting Fees, New Analysis Finds', 'Succession at CBS Will Be Tougher Than It Looks', 'Dan Loeb’s Win-Win Situation With Campbell Soup', 'Bitcoin’s ‘First Felon’ Faces More Legal Trouble', 'Trump, Offering No Evidence, Cites Stacey Abrams’s ‘Past’ and Calls Her ‘Unqualified’', 'Peter Thiel Is a Man on an Island', 'Apple Will Stop Revealing How Many iPhones It Sells. That’s a Bad Sign.', 'Republicans Say They Will Protect Pre-existing Conditions. Their Records Say Something Else. ', 'Alibaba Feels the Pinch From China’s Slowing Economic Growth', 'That Time Oprah Came to My House to Campaign', 'Republican Purges and Feuds in Oklahoma Show the Pitfalls of One-Party Rule', 'On Politics: Trump’s Nationalism Is Repelling Some Suburban Voters', 'U.S. Added 250,000 Jobs in October; Unemployment at 3.7%', 'DealBook Briefing: Google’s Mea Culpa and Future Murdoch Deals', 'No One Wants to Campaign With Bill Clinton Anymore', 'Early Voting in 28 States Has Surpassed 2014 Levels']"
276,11/3/2018,"['On Politics: The Biggest Stories of the Week', 'Republicans Have a Humming Economy to Tout, but Trump Rhetoric Muddies the Message', 'Anguished by ‘Spiral of Hate,’ Charleston Pastor and Pittsburgh Rabbi Grieve as One', ' Searching for the Next Bobby Fischer, the U.S. Finds Fabi', 'How Political Ideology Influences Charitable Giving', 'From Barra to Murdoch to Thiel: Highlights From DealBook’s Conference', 'How Voting Became a Central Issue in the Georgia Governor’s Race', 'Jimmy Buffett and ‘MAGA’ Hats: Scenes From the U.S. Just Before a Tight Election', 'Steve King, for a Change, Faces a Battle for House Seat in Iowa', 'A Nation in Turmoil Prepares to Deliver a Verdict on Trump', 'The Harvard Trial: A Double-Edged Sword for College Admissions', 'Rural America’s Own Private Flint: Polluted Water Too Dangerous to Drink', 'Four Fights Over Voting Rights', '‘They Don’t Really Want Us to Vote’: How Republicans Made It Harder', 'House and Senate Latest, Obama Asks a Question, Beto Video: 3 Days to Go', 'The Election Is on Tuesday. Here Are 15 of Our Best Reads. ', 'The Year of the Woman’s Activism: Marches, Phone Banks, Postcards, More', 'G.O.P. Sees Trump’s Playbook as Best Hope in Some Tight Races']"
277,11/4/2018,"['Brian Kemp’s Office, Without Citing Evidence, Investigates Georgia Democrats Over Alleged ‘Hack’', 'You ‘Approved This Message’? Seriously?', 'Why So Many Kentuckians Are Barred From Voting on Tuesday, and for Life', 'Another Trump Scoop, a Giddy Reaction and a Reporter Under Fire', 'Trump Rallies and a Race for Votes: Scenes From the Final Stage of the Campaigns', 'Rallies, Taxes and Bus Tours: Down to the Wire in Orange County', 'Senate Latest, Brian Kemp and Alleged ‘Hack,’ Gun Mailer in Florida: 2 Days to Go', 'The Midterm Elections in Pictures', 'Nancy Pelosi: Demonized or Celebrated, She Refuses to Agonize', 'Bearing F’s From the N.R.A., Some Democrats Are Campaigning Openly on Guns', 'Far-Right Internet Groups Listen for Trump’s Approval, and Often Hear It', 'Inside the Trump Administration’s Fight to Add a Citizenship Question to the Census', 'Here Are the Women Working to Elect Women in 2018', 'Booksellers Protest Amazon Site’s Move to Drop Stores From Certain Countries', 'U.S. Sanctions on Iran Oil Take Effect, and the Fed Will Meet on Rates', 'A Special Election Edition: What You Need to Know Before Tuesday', 'We Asked for Examples of Election Misinformation. You Delivered.', 'Did You Vote? Now Your Friends May Know (and Nag You)', 'As Nigerian Fashion Booms, Women Lead Its Coverage']"
278,11/5/2018,"['6 Types of Misinformation to Beware Of on Election Day. (And What to Do if You Spot Them.)', 'Twitter Says It Is Ready for the Midterms, but Rogue Accounts Aren’t Letting Up', 'Important European Financial Firm Bows to Trump’s Iran Sanctions', 'In Frenzied Georgia Canvassing, No Door Goes Un-Knocked', 'Corporate America Is Leading the Nation to the Polls', 'Crazy Work Hours and Lots of Cameras: Silicon Valley Goes to China', 'A South African Take on the Vision Fund May Be Small, but It Carries No Saudi Baggage', '‘It’s Really About the State for Me’: Dianne Feinstein on Running Again', '‘I Hate Him, but I Hate Democrats More’: Scenes From the U.S. Before the Election', 'Facing Threats and Bias, L.G.B.T. Candidates Are Running in Record Numbers', 'Their Soybeans Piling Up, Farmers Hope Trade War Ends Before Beans Rot', 'Brent Taylor, Utah Mayor Killed in Afghanistan, Was on 4th Deployment', 'Midterm Canaries: Races to Watch for Early Trends', 'Iran Sanctions and Oil Prices: Who’ll Feel the Pain? ', 'A Democratic Senate May Hinge on Arizona and Nevada. Could They Flip?', 'House and Senate Latest, Big Poll for Democrats, Georgia Runoff: 1 Day to Go', 'China Seeks Allies as Trump’s Trade War Mounts. It Won’t Be Easy.', 'Another Use for A.I.: Finding Millions of Unregistered Voters', 'Donald Trump Jr. Emerges as the G.O.P. ‘Relief Pitcher’ of 2018', 'Think You Care About the Midterms? These People Upended Their Lives to Volunteer', 'On Politics: Election Eve', 'SoftBank Chief Won’t Shun Saudi Arabia Despite Killing', 'Loaded With Data and Whiz-Bang Effects, Maps Are the Real Stars of Election-Night TV', 'DealBook Briefing: SoftBank’s Chief Stands by the Saudis', 'Aretha Franklin Gospel Film Finally Has a Release Date, 46 Years After It Was Made', 'Mystery in a Small Town: A Quiet Couple Shot Dead, Their Daughter Missing', 'AMC Promotes Sarah Barnett After Losing an Executive to Fox', 'A Centrist and a Liberal Test Florida, and Democrats Everywhere Watch Closely']"
279,11/6/2018,"['In Washington State, 3 G.O.P. Districts That Could Flip', 'On Politics With Lisa Lerer: Election Night', 'Shanghai Is Being Thrust Into the High-Stakes Tech I.P.O. Race', 'From Day Trips to Sleepovers: How Regional Theme Parks Are Evolving', 'Bipartisan Consensus: Everyone Is Anxious About the Election', 'Two Visions of Patriotism Clash in the Midterm Elections', 'China Grants Ivanka Trump Initial Approval for New Trademarks', 'Utah Mayor’s Widow Says Election Day Is ‘Fitting’ for Return of His Remains', 'Facebook Admits It Was Used to Incite Violence in Myanmar', 'Election Day in California: Where to Vote and How to Follow the Results', 'Georgia Governor’s Race Is Hurtling Toward Election Day, and Passions Are Rising', 'Some Hispanics With Jewish Roots Pursue an Exit Strategy: Emigrate to Spain', 'Women Lead Parade of Victories to Help Democrats Win House', 'Pelosi Tells Democratic Allies Party Will Make Big Gains in Midterms', 'Was Amazon’s Headquarters Contest a Bait-and-Switch? Critics Say Yes', 'Your Election Night Cheat Sheet', 'Recent Commercial Real Estate Transactions', 'Cambridge Analytica’s Use of Facebook Data Broke British Law, Watchdog Finds', 'In China, Bill Gates Encourages the World to Build a Better Toilet', 'DealBook Briefing: From Corporate America to China, Everyone’s Braced for the Midterms', 'Voters Weigh In on Key Issues Through More Than 150 Ballot Initiatives', 'Amazon Plans to Split HQ2 Between Long Island City, N.Y., and Arlington, Va.', 'Give Gig Economy Workers Equity? The S.E.C. Is Considering It', 'Voting Problems Surface as Americans Go to the Polls', 'Bad Weather Will Greet Voters From Florida to the Midwest', 'Your Top 12 Questions About the Midterms', 'On Politics: Election Day Is Here', 'Why a Nestlé Skin Care Unit Is Attractive to Private Equity', 'Google Workers Reject Silicon Valley Individualism in Walkout', 'Midterm Election Results Leave a Divided Congress', 'Texas Election Results', 'Kansas Election Results', 'Delaware Election Results', 'Arizona Election Results', 'Connecticut Election Results', 'Wisconsin Election Results', 'Tennessee Election Results', '13 Questions About Women and the Midterms', 'Arkansas Election Results', 'Nebraska Election Results', 'Washington Election Results', 'Massachusetts Election Results', 'New York Election Results', 'Nevada Election Results', 'Florida Election Results', 'Michigan Election Results', 'Missouri Election Results', 'California Election Results', 'Oklahoma Election Results', 'Mississippi Election Results', 'Maine Election Results', 'Iowa Election Results', 'West Virginia Election Results', 'Ohio Election Results', 'Oregon Election Results', 'Live Forecast: Who Will Win the Senate?', 'Maryland Election Results', 'Illinois Election Results', 'Minnesota Election Results', '2018 Midterm Election Results: Live', 'Louisiana Election Results', 'South Carolina Election Results: Live Updates', 'U.S. Senate Election Results 2018', 'New Jersey Election Results', 'Alabama Election Results', 'Virginia Election Results: Live Updates', 'New Hampshire Election Results', 'South Dakota Election Results', 'Colorado Election Results', 'Idaho Election Results', 'Hawaii Election Results', 'Kentucky Election Results: Live Updates', 'Rhode Island Election Results', 'District of Columbia Election Results', 'Indiana Election Results', 'What Time Do the Polls Close? A State-by-State Look', 'Montana Election Results', 'Vermont Election Results', 'Live Election Updates From Times Reporters', 'Alaska Election Results', 'New Mexico Election Results', 'North Dakota Election Results', 'Governor Election Results 2018', 'Pennsylvania Election Results', 'Sign up for live updates from our reporters', 'Wyoming Election Results', 'U.S. House Election Results 2018', 'Live Forecast: Who Will Win the House?', 'Georgia Election Results', 'Utah Election Results', 'North Carolina Election Results']"
280,11/7/2018,"['The Trade War Left Its Mark on the U.S. Electoral Map', 'Wary Networks Dawdled on House Call, Until Fox News Led the Way', 'DealBook Briefing: What the Election Results Mean for Business', 'Facebook Thwarted Chaos on Election Day. It’s Hardly Clear That Will Last.', 'Gavin Newsom Is Elected Governor of California', 'After Protest, Booksellers Are Victorious Against Amazon Subsidiary', 'Voter Turnout Soars, Even Before All the Votes Are Counted', 'Election Consolidates One-Party Control Over State Legislatures', 'Laura Kelly, a Kansas Democrat, Tops Kobach in Governor’s Race', 'What We Don’t Know About Amazon’s Split HQ2', 'Getting Into Harvard Is Hard. Here Are 4 Ways Applicants Get an Edge.', 'Andrew Gillum Concedes to Ron DeSantis in Florida Governor’s Race', 'Democrats Oust Walker in Wisconsin and Kobach in Kansas but Fall Short in Florida and Ohio', 'Visions of a Tech Hub? Landing Amazon Is Just a Start', 'On Politics: The Rundown on Election Results', 'Pennsylvania Democrats Pick Up Victories 2 Years After Trump Wins State', 'Tony Evers Wins Wisconsin Governor’s Race; Scott Walker Concedes', 'Sean Hannity Erased a Line by Taking the Stage With Trump', 'Midterm Elections Deliver a Ratings Surge, With Fox News in the Lead', 'San Francisco Approves Business Tax to Fund Homeless Services', 'House Democrats’ Agenda: Ethics, Infrastructure and Medical Legislation', 'Midterm Election Results: 4 Key Takeaways', 'Russian Trolls Were at It Again Before Midterms, Facebook Says', 'A Flashy Qatari Deal Hints at the Nation’s New Investment Style', 'Social Media’s Re-engineering Effect, From Myanmar to Germany', 'How the House Fell: Republican Chaos and Democratic Focus', 'The Election Showed a Divided Country. Investors Can Live With That.', 'Florida, Georgia, California: Races That Are Still Too Close to Call', 'Ted Cruz Defeats Beto O’Rourke for Senate in Texas', 'Why the Google Walkout Was a Watershed Moment in Tech', 'Australia Likely to Block Hong Kong Company’s Bid for Gas Pipeline', 'Georgia Governor’s Race Still Unsettled After Claim of Victory by Brian Kemp', 'Losers in Amazon Sweepstakes Aren’t Ready to Throw In the Towel', 'Democrats Capture Control of House; G.O.P. Holds Senate', 'California Midterm Results: The Big Winners and the Races Hanging in the Balance', '‘I Don’t Even Know What to Think’: The Whiplash of Watching the Election Results', 'What Democratic Control of the House Could Mean for Your Wallet', 'The Midterms Are Over. Now What?', '‘You Are a Rude, Terrible Person’: After Midterms, Trump Renews His Attacks on the Press', 'Sizing Up the 2018 Blue Wave', 'Exit Polls: How Voting Blocs Have Shifted From the ’80s to Now', 'How CNN, Fox News and MSNBC Covered the Midterm Elections']"
281,11/8/2018,"['DealBook Briefing: Why Corporate America Is Content With the Midterms', 'Parkland Activists Took On the N.R.A. Here’s How It Turned Out.', 'A Two-Party Texas and Other Takeaways From the Cruz-O’Rourke Race', 'Google Overhauls Sexual Misconduct Policy After Employee Walkout', 'Don’t Blame the Polls', 'Tesla Names a Successor to Elon Musk as Board Chief', 'Native Americans Score Historic Wins in Midterms After Years of Efforts', 'The Racecars Are Allards. He’s an Allard. There’s Just One Issue.', 'As ‘Camp Fire’ Burns in Paradise, Calif., Thousands Flee', 'Right and Left React to the Midterm Results', 'California Midterm Results: Funding for Affordable Housing and a Rent Control Defeat', '1.4 Million Floridians With Felonies Win Long-Denied Right to Vote', 'A Look at California Gun Laws, Among the Toughest in the Nation', 'Duck Boat Captain in Missouri Is Indicted in 17 Deaths', 'Rick Scott Claims Rampant Fraud in Florida, as Senate and Governor Races Tighten', 'California Shooting Kills 12 at Country Music Bar, a Year After Las Vegas', 'For Both Parties, a Political Realignment Along Cultural Lines', 'On Politics: Jeff Sessions Is Ousted as Attorney General', 'Google Is Said to Be Shopping for More Real Estate in New York', 'The Thousand Oaks Shooting Victims: These Are Their Stories', 'Dueling Images: A Smiling Young Marine and a Killer Dressed in Black', '‘Florida’s Being Florida’: Senate Race May Be Heading to, What Else? A Recount', '‘Dreamers’ Win Round in Legal Battle to Keep DACA', 'Brian Kemp Resigns as Georgia Secretary of State, With Governor’s Race Still Disputed', 'What to Expect From Europe’s New Bank Cop', 'At China’s Internet Conference, a Darker Side of Tech Emerges', 'The Death of the Midwest Democrat Has Been Greatly Exaggerated', 'We Tried Facebook’s New Portal Device (So You Don’t Have To)', 'With Republican Gains in Senate, Social Conservatives Tighten Their Grip', 'Lucy McBath Wins Georgia Congressional Race Against Karen Handel']"
282,11/9/2018,"['‘She’s Alive for Her 21st Birthday’: Thousand Oaks Shooting Survivors Recount a Night of Terror', 'Ex-Goldman Sachs Banker Said Colleagues Were Involved in 1MDB Scandal', 'Coach Says California Gunman Assaulted Her in High School', 'Gretchen Whitmer of Michigan Was Overlooked. Not Any Longer.', 'Fact-Checking Trump’s Claims About the Chinese Economy', 'UBS Can Afford a Legal Brawl With the Justice Department', 'Philippines Says It Will Charge Veteran Journalist Critical of Duterte', 'Answering Your Midterm Questions', 'It’s Déjà Vu in Florida, Land of Recounts and Contested Elections', 'Well After Election Day, Florida and Georgia Voters Still Wonder Who Won', 'Why an Economic Populist Pitch Failed in Coal Country', 'A Tale of Two Washingtons Awaits Wall Street Banks', 'How Did the Democrats Do on Tuesday in 2016 Trump Country?', '‘It Really Can’t Get Much Worse’: Thousand Oaks, First Hit by Shooting, Now Faces Fire', '‘The Whole World Was on Fire’: Infernos Choke California, Piling On the Grief', 'The Economy Didn’t Save Republicans After All', 'Your Boss Wants to Friend You on Facebook. What if You’d Rather Resist?', 'Trump’s Immigration Rhetoric Rallied the Base. But It Also Backfired', 'Trump Administration Uses Misleading Video to Justify Barring of CNN’s Jim Acosta', 'Midterm Election Turnout Was Up. How Much? We Don’t Yet Know.', 'A Big Tax Break for Socially Responsible Investing', 'The Week in Tech: Social Media Faces Another Election Test', 'DealBook Briefing: Google Overhauls Its Sexual Misconduct Policy', 'Trump Threatens to Retaliate Against Reporters Who Don’t Show ‘Respect’', 'Thousands of Greyhounds May Need Homes as Florida Bans Racing', 'I.R.S. Is Raising 401(k) Contribution Limits in 2019', 'Washington Gridlock? Maybe Not on These Personal Finance Issues', 'Always a Great Seat at the Game, if You Can Fly a Blimp', 'Fortune Magazine Sold to Thai Businessman for $150 Million', 'The Confusing Sprawl of SoftBank’s Investments', 'On Politics: Gunman Identified in Thousand Oaks Mass Shooting', 'Disney’s Profit Soars, but Focus Remains on Its Coming Streaming Service', 'Location of Two California Wildfires', '‘Year of the Woman’ Indeed: Record Gains in the House', 'California: State of Change']"
283,11/10/2018,"['California Hasn’t Seen Fires Like This: Pictures of a State in Flames', 'Variety: Acrostic', 'Democrats Have Two Paths for 2020: Daring or Defensive. Can They Settle on Either?', 'Dolly Parton and Genre-Bending Reggae Ballet', 'Facebook to Drop Forced Arbitration in Harassment Cases', 'John Delaney Is Already Running for President', 'Places for Matches', 'Who Won That Arizona Senate Race? What Day Is It?', 'How Did Race Play on Election Day? ‘Near Civil War-Like’? Or ‘It Really Didn’t Matter’?', 'Scouring for Stacey Abrams Votes, Georgia’s Democrats Keep on Campaigning', 'California Is Already Tough on Guns. After a Mass Shooting, Some Wonder if It’s Enough', 'On Politics: The Biggest Stories of the Week', 'Florida Begins Vote Recounts in Senate and Governor’s Races', '17 Black Women Sweep to Judgeships in Texas County', '‘Paradise Is Gone’: California Fires Devastate Communities', 'See How Close the Results Are in Georgia, Florida and Arizona']"
284,11/11/2018,"['Borrowers Face Hazy Path as Program to Forgive Student Loans Stalls Under Betsy DeVos', 'Alibaba’s Singles Day Sales Top $30 Billion. The Party May Not Last.', 'This Week’s Wedding Announcements', 'Dana Rohrabacher Loses, Eroding Republican Foothold in California', 'Should the Press Boycott Trump? Political Strategists Weigh In', 'OPEC, Russia Weigh Production Cuts to Prop Up Oil Prices', 'In China, Desperate Patients Smuggle Drugs. Or Make Their Own.', 'How a Former Canadian Spy Helps Wall Street Mavens Think Smarter', 'Are You Ready for the Nanoinfluencers?', 'Forced Out by Deadly Fires, Then Trapped in Traffic', 'California Fires Map: Tracking the Spread']"
285,11/12/2018,"['Photo of More Than 60 Students Giving Apparent Nazi Salute Is Being Investigated', 'On Politics: Democrats Contemplate Their House Majority', 'Before the Fights Over Recounts: An Election Day Vote on Voting', 'DealBook Briefing: Saudi Arabia Plans to Cut Its Oil Production', 'Wildfire Becomes Deadliest in California History', 'Herbert London, Conservative Savant and Social Critic, Dies at 79', 'Why SAP’s Purchase of Qualtrics May Be Mutually Beneficial', 'Counting Every Vote', 'California Today: Camp Fire Matches Deadliest Fire in State History', 'In Florida Election Standoff, Judge Urges Parties to ‘Ramp Down the Rhetoric’', 'In the Race to Catch a Flight, Smoothing a Big Bump: The Rental-Car Return', 'U.S. Bishops Had a Plan to Curb Sex Abuse. Rome Ordered Them to Wait.', 'Stocks Dive After Apple Supplier Slashes Outlook', 'Uncounted Ballots, Overvoted Ballots: Why Is the Governor Claiming Fraud in Florida’s Election?', 'How to Reduce the Risk of the Scary Thing You Want to Do', 'New York Magazine’s Sites Are Going Behind a Paywall', 'They Were Stopped at the Texas Border. Their Nightmare Had Only Just Begun. ']"
286,11/13/2018,"['Meet the Native American Woman Who Beat the Sponsor of North Dakota’s ID Law', 'Could Oysters Ease Trade Tensions With U.S.? European Leaders Hope So', 'With Hoopla and Murals, Crystal City Welcomes Amazon', 'SoftBank Invests $3 Billion More in WeWork', 'In California’s Fires, Fear for the Missing: ‘I Loved Her. And I Don’t Know if I’ll Ever See Her Again.’', 'Peugeot Returns to U.S. to Help People Get Around, but Not With Its Cars', 'Amazon Chooses Queens and a Washington Suburb for ‘Second Headquarters’', 'Return to Campus for Students Who Survived Thousand Oaks Shooting', 'Who Has the Copyright Over My Cheese? ', 'CNN Sues Trump Administration for Barring Jim Acosta From White House', 'John Marttila, Strategist Who Helped Biden and Kerry, Dies at 78', 'For University of Minnesota, Chinese Tycoon’s Arrest Shines Light, Again, on Sexual Assault', 'DealBook Briefing: WeWork Might Be Too Big to Fail', 'G.E.’s New C.E.O. Risks Repeating History', 'California Wildfires Updates: 48 Dead in Camp Fire, Toll Expected to Rise', 'On Politics: Behind Florida Recount Furor, a G.O.P. Strategy', 'Arizona Election Results: 6 Key Takeaways on Sinema Victory', 'Maine Counts Votes Differently. That Could Put a House Republican in Jeopardy.', 'Kyrsten Sinema Declared Winner in Arizona Senate Race', 'Inside the Republican Strategy to Discredit the Florida Recount', 'California Fire Death Toll Now at 44 With Discovery of 13 More Bodies', 'Hate Crimes Increase for the Third Consecutive Year, F.B.I. Reports', 'WeWork’s Rise: How a Sublet Start-Up Is Taking Over', 'Federal Judge Delays Certification of Georgia Election Results', 'A Fugitive Financier’s Charm Offensive Has P.R. Firms Proceeding With Caution', 'As Art Collections Grow, So Do the Places That Stash Them', 'California Today: Fears of a Higher Death Toll Near Paradise', 'Burned-Out Cars, Smoke in the Air, Aerial Assaults, All in California', 'Recent Commercial Real Estate Transactions', 'A Week After the Election, Democratic Gains Grow Stronger', 'Before a Deal, Amazon Had to Know: Could Cuomo and De Blasio Get Along?', 'Is Arizona the Next Big Democratic Target?', 'These Races Have Yet to Be Called. When Will We Know Who Won?', 'Addicted']"
287,11/14/2018,"['Behind the Cover: What Will Become of Us?', 'Northern California Sheriff Releases List of Missing in Wildfires', 'Voters Widely Support Public Schools. So Why Is It So Hard to Pay for Them?', 'Uber’s Losses Continue Ahead of Initial Public Offering', 'Florida Recount, Amid Machine Error and Lawsuits, Is ‘Going to End Up a Little Messy’', 'Republicans Lose Another California House Seat', 'DealBook Briefing: Amazon Picked New Homes. Now It Faces Backlash.', 'Amazon’s HQ2 in Virginia Leaves a Real Estate Firm Poised to Cash In', 'The Essentials for Covering Silicon Valley: Burner Phones and Doorbells', 'Who Gets the Last Word in a Disputed Senate Race? The Senate', 'How Kyrsten Sinema Won Her Senate Seat and Pulled Off a Historic Arizona Triumph', 'Brexit Could Leave Wedding Bouquets Stuck at the Border', 'On Politics: Democrats Continue to Gain as More Midterm Races Are Finalized', 'Next Stop for Democrats: 2020', 'Amazon HQ2: How New York and Virginia Won the Beauty Contest ', 'As Florida Recount Swirls, Andrew Gillum Is Taking a Public Stand on Voting Rights', 'U.S. Companies Are Fighting Their Big Pharma Addiction', 'Judge Says Ruling on CNN Lawsuit Will Come on Thursday', 'A $2 Billion Question: Did New York and Virginia Overpay for Amazon?', 'New York Is a Genuine Tech Hub (and That Was Before Amazon)', 'The Hottest Spot in Florida? The Seat of the Broward County Elections Chief', 'A Model T, Abandoned as Paradise Burned, Emerges With Barely a Scratch', 'Can Trump Take Credit for Steelworker Pay Increases? ', 'California Today: In the Wake of the Fires, Memories of a War Zone', 'A ‘Perfectly Imperfect’ Life: The Victims of the California Wildfires', 'How Google Photos Became a Perfect Jukebox for Our Memories', 'In New Class of Young Lawmakers, a Former Girl Scout Goes to the Statehouse', 'German Economy Shrinks Unexpectedly, Adding to Europe’s Risk', 'A Search in Fire-Ravaged California for What No One Wants to Find', 'What’s Hot (and What’s Not) This Black Friday']"
288,11/15/2018,"['Why Amazon Chose the Wrong Locations for Its HQ2', 'Powell Says Fed Deserves Credit for Economic Growth', 'What Happens When Politicians Who Oversee Elections Are Also the Candidates?', 'What Tesla’s ‘Delivery Logistics Hell’ Is Like for Model 3 Buyers', 'What Started the California Fires? Experts Track the Blazes’ Origins', '‘I Don’t Really Want to Work for Facebook.’ So Say Some Computer Science Students.', 'What to Know About Getting a Flu Shot This Year, No Matter Who’s Paying', 'A Chat With J.B. Pritzker, Illinois’s Next Governor', 'Banner Year for Female Candidates Doesn’t Extend to Republican Women', 'Mark Zuckerberg Defends Facebook as Furor Over Its Tactics Grows', 'California Today: When Fires Destroy the State’s Most Treasured Places', 'Not Far From Flint, Contamination Has Left Detroit School Taps Dry', 'On Politics: Trump Supports a Rewrite of Mandatory Sentencing Laws', 'Fed Chairman Seeks to Reassure Those Left Behind by Roaring Economy', 'California Fires Only Add to Acute Housing Crisis', 'California Utility Customers May Be on Hook for Billions in Wildfire Damage', 'Goldman Blames Rogue Staff for Its 1MDB Scandal. That May Not Wash.', 'Dartmouth Professors Are Accused of Sexual Abuse by 7 Women in Lawsuit', 'Recount Ordered in Florida Senate Race as Governor’s Contest Nears End', 'Facebook Cuts Ties With Washington Firm That Sought to Discredit Social Network’s Critics', 'Pound Slides as Brexit Turmoil Hits Britain Again', 'President Trump to Visit California in Wake of Fires', 'Republicans and Democrats Cannot Agree on Absolutely Anything. Except This.', 'With Echoes of Harvard Case, University of California Faces Admissions Scrutiny', 'DealBook Briefing: How Facebook Wrestled With Its Scandals', 'Herbert Fingarette, Contrarian Philosopher on Alcoholism, Dies at 97', 'Maine’s Bruce Poliquin, Lone Republican in House From New England, Loses Re-election', 'Sherrod Brown: Rumpled, Unvarnished and Just Maybe a Candidate for President', 'What Amazon’s HQ2 Winners Look Like, Before Amazon ', 'In Florida Recount, Sloppy Signatures Placed Thousands of Ballots in Limbo', 'China’s Impact Investment? That’s Mainly a Project for Foreign Investors', 'Dell Offers More Money to Investors to Ease Its Return to the Stock Market']"
289,11/16/2018,"['Channing Dungey, First Black Entertainment Executive at a Major Network, Is Leaving ABC', 'Campbell Soup’s Fate Hangs on Duel Between Company Heirs and ‘Interloper’', 'Review: ‘Digital Renaissance’ Argues Consumers of Media Never Had It So Good. Is That the Case?', 'CNN’s Jim Acosta Returns to the White House After Judge’s Ruling', 'A Look Inside the Tactics of Definers, Facebook’s Attack Dog', 'California Today: In Chico, Feeding Fire Evacuees and Emergency Workers', 'Paralysis and Anguish: How a Meeting of Bishops Ended With No Action on Sex Abuse', 'DealBook Briefing: Facebook Is on the Defensive', 'List of Missing in California Fire Is Over 1,000 People. Here Is How They’re Being Counted.', 'Gun Control Groups Eclipse N.R.A. in Election Spending', 'California Fire Hits ‘Rehab Riviera,’ Putting Addiction Care in Jeopardy', 'On Politics: Florida to Recount Senate Votes; Governor’s Race Nears End', 'Stacey Abrams Ends Fight for Georgia Governor With Harsh Words for Her Rival', 'The Week in Tech: Amazon Finally Makes an HQ2 Decision', 'Florida Recounts Senate Votes Yet Again, and Nelson’s Chances Dwindle', 'Google Cloud Executive Who Sought Pentagon Contract Steps Down', 'Decorated Navy SEAL Is Accused of War Crimes in Iraq', 'How and When to Talk to Your Children About Money', 'When a Colleague Makes More Money Doing the Same Job', 'Three Percent Cash Back for a Few, and Less Debt for Many', 'Grace Period for Student Loans Is Ending, and Bills Are Coming Due', 'ActBlue, the Democrats’ Not-So-Secret Weapon', 'Democrats Pick Off Another Republican House Seat in California', 'Why G.E.’s Credit Problem Is a Warning to All Debt Investors', '‘No Morals’: Advertisers React to Facebook Report', 'Air Quality in California: Devastating Fires Lead to a New Danger', 'Just How Much of an Overhaul Is This Overhaul of the Nation’s Criminal Justice System?', 'Here’s Why Election Day in Florida and Georgia Has Turned Into Election Week and a Half', 'To Gauge Concerns About Brexit, Look at British Bonds', 'Catching Killers by Matching Tiny Marks on Bullets ', 'Disney Is Spending More on Theme Parks Than It Did on Pixar, Marvel and Lucasfilm Combined']"
290,11/17/2018,"['Hazing, Humiliation, Terror: Working While Female in Federal Prison', 'In California, One Community Reflects on a Fire as Others Still Burn', 'Nearly 3,000 Votes Disappeared From Florida’s Recount. That’s Not Supposed to Happen', 'How Old Were You When You First Encountered Racism?', 'California Utility Gets Reassurance on Wildfire Liability', 'Evangelicals, Looking to 2020, Face the Limits of Their Base', 'Zuckerberg Defends Company in Friday Meeting With Employees', 'Portmanfaux', 'Andrew Gillum Concedes to Ron DeSantis in Florida Governor’s Race', 'Variety: Puns and Anagrams']"
